Bin Number,0 Control,0->1->0,1->0->1,1 Control (0->1->0),1 Control (1->0->1)
502,-2.89E-18,0.171042859,0.278297144,1,1
503,-2.89E-18,0.171042859,0.278297144,1,1
504,-2.89E-18,0.171042859,0.278297144,1,1
505,2.89E-18,0.171070965,0.278252155,1,1
506,4.63E-18,0.171092564,0.278047846,1,1
507,5.78E-19,0.170731177,0.277759639,1,1
508,0,0.171060498,0.276707759,1,1
509,1.73E-18,0.173046615,0.277447638,1,1
510,1.73E-18,0.17200232,0.276592563,1,1
511,-1.16E-18,0.17122094,0.275637276,1,1
512,-1.73E-18,0.172595944,0.275441462,1,1
513,5.78E-19,0.170276965,0.272430864,1,1
514,0,0.16738154,0.270803739,1,1
515,-3.47E-18,0.16822589,0.272527998,1,1
516,2.89E-18,0.169897948,0.27233392,1,1
517,5.78E-19,0.170463919,0.275564752,1,1
518,4.05E-18,0.168126731,0.272220641,1,1
519,2.31E-18,0.166222662,0.27088067,1,1
520,0,0.163773397,0.26809719,1,1
521,-1.16E-18,0.163754336,0.269700986,1,1
522,2.89E-18,0.163720072,0.270055282,1,1
523,3.47E-18,0.163433234,0.268467124,1,1
524,-5.78E-19,0.163570312,0.268924868,1,1
525,5.78E-19,0.16126739,0.266377863,1,1
526,-2.89E-18,0.162408792,0.268789262,1,1
527,0,0.163188686,0.267676662,1,1
528,0,0.162746184,0.262647935,1,1
529,-4.63E-18,0.163413297,0.262175535,1,1
530,5.78E-19,0.164233104,0.262904764,1,1
531,-5.78E-19,0.164308196,0.259858361,1,1
532,-2.31E-18,0.163676258,0.259606418,1,1
533,2.31E-18,0.163651426,0.258162677,1,1
534,-5.78E-19,0.1650357,0.258019151,1,1
535,-5.78E-19,0.163840463,0.252363867,1,1
536,1.73E-18,0.164339821,0.252511285,1,1
537,-1.16E-18,0.164480061,0.252856601,1,1
538,0,0.164234632,0.251502827,1,1
539,4.05E-18,0.165631884,0.252823093,1,1
540,-5.78E-19,0.159243939,0.258521033,1,1
541,1.73E-18,0.158711418,0.255160047,1,1
542,-1.73E-18,0.15871251,0.254449733,1,1
543,2.31E-18,0.158771437,0.253763071,1,1
544,5.78E-19,0.160623717,0.253617193,1,1
545,5.78E-19,0.16157594,0.254386592,1,1
546,2.31E-18,0.160961871,0.252758144,1,1
547,3.47E-18,0.170554095,0.230378761,1,1
548,1.73E-18,0.171038363,0.229769725,1,1
549,5.78E-19,0.171358529,0.228400165,1,1
550,1.73E-18,0.170889482,0.228449913,1,1
551,2.89E-18,0.170847895,0.222518993,1,1
552,1.73E-18,0.170370499,0.221584795,1,1
553,2.31E-18,0.17272072,0.222050234,1,1
554,1.73E-18,0.171433952,0.22238706,1,1
555,5.78E-19,0.170759853,0.221706931,1,1
556,-2.31E-18,0.172030362,0.224159785,1,1
557,-3.47E-18,0.181311458,0.207321118,1,1
558,4.05E-18,0.180562874,0.205818525,1,1
559,2.89E-18,0.181894759,0.207871135,1,1
560,-2.31E-18,0.181774553,0.208929906,1,1
561,0,0.179978512,0.206525734,1,1
562,5.78E-19,0.178879018,0.205225954,1,1
563,0,0.179585931,0.20462894,1,1
564,5.20E-18,0.177916319,0.200378575,1,1
565,4.05E-18,0.176305484,0.199676473,1,1
566,-2.89E-18,0.175884712,0.198264024,1,1
567,0,0.175114193,0.194105704,1,1
568,2.89E-18,0.176015928,0.195025057,1,1
569,5.78E-19,0.175868162,0.196298256,1,1
570,-1.16E-18,0.174688398,0.19482175,1,1
571,2.31E-18,0.176058143,0.195638416,1,1
572,-3.47E-18,0.176161701,0.196115771,1,1
573,5.78E-19,0.153387179,0.195287114,1,1
574,2.89E-18,0.15361396,0.196036537,1,1
575,1.73E-18,0.152670235,0.196835085,1,1
576,-5.78E-19,0.154423507,0.196745694,1,1
577,-1.16E-18,0.157214521,0.197973145,1,1
578,0,0.158968476,0.200210292,1,1
579,-2.31E-18,0.160614518,0.20153878,1,1
580,5.78E-19,0.164335061,0.202370618,1,1
581,-1.16E-18,0.164123011,0.201646824,1,1
582,-2.31E-18,0.162908576,0.198170552,1,1
583,1.73E-18,0.162980962,0.198356865,1,1
584,1.73E-18,0.163463223,0.19961206,1,1
585,-1.16E-18,0.172574825,0.181174401,1,1
586,4.05E-18,0.172736552,0.180170405,1,1
587,2.31E-18,0.173017629,0.17964552,1,1
588,2.31E-18,0.172612301,0.178932331,1,1
589,-1.73E-18,0.172615918,0.179652787,1,1
590,5.78E-19,0.174094311,0.17897516,1,1
591,-2.89E-18,0.174889131,0.177455335,1,1
592,-2.89E-18,0.174141703,0.172566081,1,1
593,0,0.174033261,0.172441146,1,1
594,-4.63E-18,0.174638651,0.173721259,1,1
595,-2.31E-18,0.174492066,0.173955379,1,1
596,-3.47E-18,0.174777897,0.175359686,1,1
597,-1.16E-18,0.174395467,0.17446745,1,1
598,-1.16E-18,0.175663232,0.174734899,1,1
599,-5.78E-19,0.177398797,0.17456387,1,1
600,-3.47E-18,0.177375367,0.174411149,1,1
601,2.31E-18,0.189103315,0.169793293,1,1
602,2.31E-18,0.189103315,0.169793293,1,1
603,1.73E-18,0.189045724,0.169488467,1,1
604,-5.20E-18,0.189283869,0.16962214,1,1
605,2.31E-18,0.189393812,0.167480336,1,1
606,2.31E-18,0.19074411,0.168021981,1,1
607,-2.89E-18,0.19110366,0.167188015,1,1
608,0,0.19092496,0.168452428,1,1
609,3.47E-18,0.193711908,0.168944705,1,1
610,-2.89E-18,0.193253265,0.167152877,1,1
611,1.16E-18,0.192093257,0.166005576,1,1
612,0,0.191472897,0.166412303,1,1
613,-5.78E-19,0.191513937,0.169661587,1,1
614,5.20E-18,0.190563343,0.168981488,1,1
615,1.73E-18,0.190862761,0.169966765,1,1
616,-1.16E-18,0.191283466,0.169594006,1,1
617,-1.73E-18,0.201903449,0.162655755,1,1
618,0,0.202205172,0.162949675,1,1
619,2.31E-18,0.202613154,0.164628166,1,1
620,0,0.20287888,0.163649386,1,1
621,1.16E-18,0.204091802,0.163979904,1,1
622,0,0.204744016,0.163457439,1,1
623,0,0.204048412,0.164101833,1,1
624,-5.78E-19,0.203606417,0.162982007,1,1
625,5.78E-19,0.203091069,0.16206262,1,1
626,5.78E-19,0.189031916,0.162974531,1,1
627,0,0.189053084,0.162906468,1,1
628,8.67E-19,0.189144243,0.164123155,1,1
629,1.73E-18,0.188149675,0.162958239,1,1
630,-2.89E-18,0.188194619,0.162823392,1,1
631,-5.78E-19,0.185153583,0.16020068,1,1
632,-1.45E-18,0.185572024,0.160418609,1,1
633,-8.67E-19,0.181544939,0.1583414,1,1
634,-5.78E-19,0.181686108,0.158133134,1,1
635,-5.78E-19,0.182609355,0.157602554,1,1
636,2.31E-18,0.183436885,0.159145504,1,1
637,-1.16E-18,0.183782159,0.157806237,1,1
638,-5.78E-19,0.195669882,0.145701982,1,1
639,-2.89E-18,0.194847151,0.145183352,1,1
640,-5.78E-19,0.196322784,0.146134604,1,1
641,1.16E-18,0.196500886,0.142888153,1,1
642,-5.78E-19,0.196850677,0.142954084,1,1
643,0,0.198515902,0.144194132,1,1
644,2.31E-18,0.209381552,0.136566278,1,1
645,-5.78E-19,0.209063435,0.135447463,1,1
646,1.73E-18,0.210919394,0.135440996,1,1
647,-5.78E-19,0.211612011,0.136082485,1,1
648,-1.16E-18,0.209283593,0.134101976,1,1
649,3.47E-18,0.205570603,0.137144492,1,1
650,-1.73E-18,0.205923222,0.137471235,1,1
651,3.47E-18,0.205461817,0.137932636,1,1
652,2.89E-18,0.205152025,0.137435817,1,1
653,-1.73E-18,0.206019574,0.138840737,1,1
654,1.73E-18,0.206589227,0.139950676,1,1
655,-5.78E-19,0.206422787,0.140091178,1,1
656,-2.31E-18,0.206871108,0.139272468,1,1
657,-1.16E-18,0.206704859,0.139423012,1,1
658,2.31E-18,0.206777309,0.138258413,1,1
659,2.89E-18,0.20647229,0.13805217,1,1
660,1.73E-18,0.208667561,0.140012099,1,1
661,0,0.209801472,0.141437062,1,1
662,5.78E-19,0.209306531,0.141325156,1,1
663,-1.16E-18,0.208878626,0.141014574,1,1
664,5.78E-19,0.208364931,0.140254323,1,1
665,1.16E-18,0.207456495,0.139600467,1,1
666,-1.16E-18,0.20800882,0.140174953,1,1
667,-1.16E-18,0.20800882,0.140174953,1,1
668,-1.88E-18,0.220629348,0.116404769,1,1
669,-1.88E-18,0.220629348,0.116404769,1,1
670,-1.88E-18,0.220629348,0.116404769,1,1
671,-2.17E-18,0.219901741,0.116093385,1,1
672,2.89E-19,0.219334952,0.115501387,1,1
673,-7.23E-19,0.218610021,0.114968908,1,1
674,-4.34E-19,0.218988458,0.115979943,1,1
675,-7.23E-19,0.220042798,0.117284841,1,1
676,7.23E-19,0.221080029,0.117969532,1,1
677,0,0.22094647,0.117985157,1,1
678,4.34E-19,0.221496346,0.117434635,1,1
679,-2.02E-18,0.222567031,0.118168217,1,1
680,1.45E-18,0.221814501,0.117239355,1,1
681,-8.67E-19,0.222914447,0.117812046,1,1
682,1.45E-18,0.224040888,0.117382066,1,1
683,-2.89E-19,0.226355844,0.118137083,1,1
684,-2.75E-18,0.224467935,0.116324493,1,1
685,1.16E-18,0.225474836,0.116919309,1,1
686,1.45E-18,0.225627682,0.118682841,1,1
687,-5.78E-19,0.225763609,0.120003318,1,1
688,-1.16E-18,0.225651141,0.120246624,1,1
689,-1.45E-18,0.234683305,0.116986053,1,1
690,0,0.233832458,0.115046608,1,1
691,0,0.231764533,0.11255945,1,1
692,2.31E-18,0.233215614,0.113477859,1,1
693,-1.45E-18,0.233134238,0.11362209,1,1
694,-2.60E-18,0.244355582,0.103249066,1,1
695,-1.45E-18,0.244020636,0.101096412,1,1
696,0,0.241660116,0.100008061,1,1
697,2.89E-19,0.241297591,0.09979826,1,1
698,-2.89E-18,0.240375717,0.098702888,1,1
699,3.18E-18,0.239857923,0.098584627,1,1
700,1.16E-18,0.240516051,0.09795491,1,1
701,-1.16E-18,0.242058824,0.11054805,1,1
702,1.45E-18,0.24169148,0.110578197,1,1
703,-1.88E-18,0.242240392,0.110577503,1,1
704,-4.34E-19,0.240980233,0.109418106,1,1
705,1.30E-18,0.239323258,0.107353814,1,1
706,7.23E-19,0.239740902,0.108801295,1,1
707,2.89E-19,0.248731259,0.108149016,1,1
708,-1.45E-18,0.248035283,0.108158608,1,1
709,-1.16E-18,0.247142248,0.107613029,1,1
710,2.02E-18,0.246417715,0.107092059,1,1
711,5.78E-19,0.246151673,0.106709044,1,1
712,-1.45E-18,0.246001486,0.106250436,1,1
713,0,0.246087701,0.106522576,1,1
714,-2.02E-18,0.247309522,0.1074374,1,1
715,8.67E-19,0.247119821,0.106955859,1,1
716,1.45E-18,0.272575042,0.107911403,1,1
717,8.67E-19,0.27265822,0.10754336,1,1
718,0,0.274011028,0.108009411,1,1
719,1.45E-18,0.274346235,0.108621743,1,1
720,2.02E-18,0.27405845,0.108681004,1,1
721,2.89E-19,0.276705688,0.110578052,1,1
722,-2.89E-19,0.277183945,0.112783186,1,1
723,8.67E-19,0.276571151,0.112400685,1,1
724,1.73E-18,0.284695685,0.112490112,1,1
725,-5.78E-19,0.285506181,0.113395434,1,1
726,0,0.28014532,0.109911257,1,1
727,-3.47E-18,0.280714075,0.11072172,1,1
728,-2.60E-18,0.281265905,0.111857233,1,1
729,2.60E-18,0.28291446,0.118638874,1,1
730,-1.16E-18,0.28249722,0.118554204,1,1
731,-1.16E-18,0.283803107,0.118403803,1,1
732,0,0.283586383,0.117910553,1,1
733,-1.16E-18,0.282493146,0.117459551,1,1
734,-5.78E-19,0.2826739,0.116356853,1,1
735,0,0.293824235,0.112889727,1,1
736,-3.47E-18,0.292722662,0.110936075,1,1
737,5.78E-19,0.296004389,0.111197698,1,1
738,-1.16E-18,0.299162359,0.111819995,1,1
739,0,0.299101659,0.110954436,1,1
740,2.89E-18,0.298017364,0.11107914,1,1
741,-1.16E-18,0.299326724,0.111670543,1,1
742,0,0.299832454,0.113194812,1,1
743,-2.31E-18,0.301420508,0.112355279,1,1
744,-5.78E-19,0.300309155,0.111936307,1,1
745,0,0.300534649,0.110723746,1,1
746,-1.16E-18,0.30104422,0.111069052,1,1
747,-1.16E-18,0.301625704,0.110240807,1,1
748,-5.78E-19,0.302685064,0.110792787,1,1
749,-5.78E-19,0.302261694,0.110251229,1,1
750,-2.89E-18,0.302738703,0.110433187,1,1
751,1.73E-18,0.335319262,0.099720015,1,1
752,1.73E-18,0.335319262,0.099720015,1,1
753,5.78E-19,0.33521512,0.099516472,1,1
754,1.16E-18,0.335787402,0.099330749,1,1
755,-2.89E-18,0.336771836,0.100830247,1,1
756,-2.89E-18,0.335065738,0.10067544,1,1
757,-4.63E-18,0.334701048,0.100133565,1,1
758,1.73E-18,0.333802805,0.09941772,1,1
759,-2.31E-18,0.333868612,0.099260222,1,1
760,2.89E-18,0.334644869,0.101200633,1,1
761,3.47E-18,0.335132198,0.102492038,1,1
762,-4.63E-18,0.335273196,0.101234435,1,1
763,5.78E-19,0.338818931,0.102427052,1,1
764,-1.16E-18,0.338095153,0.102993111,1,1
765,-2.89E-18,0.338363213,0.103670123,1,1
766,-3.47E-18,0.346972275,0.102089387,1,1
767,1.73E-18,0.345894127,0.100524358,1,1
768,2.31E-18,0.345879033,0.099965803,1,1
769,1.16E-18,0.346088758,0.099908427,1,1
770,0,0.346937576,0.100465092,1,1
771,-5.78E-19,0.348000565,0.100924386,1,1
772,1.16E-18,0.34887496,0.102687311,1,1
773,0,0.349767064,0.102919369,1,1
774,-3.47E-18,0.351716488,0.104279803,1,1
775,-3.47E-18,0.351605252,0.104453377,1,1
776,-2.89E-18,0.35259116,0.104217674,1,1
777,1.16E-18,0.352303827,0.103321276,1,1
778,-2.31E-18,0.354659077,0.104430018,1,1
779,1.16E-18,0.371361337,0.096996367,1,1
780,-5.78E-18,0.371537873,0.096296438,1,1
781,-5.78E-18,0.372277595,0.096514862,1,1
782,2.31E-18,0.372658924,0.096357393,1,1
783,2.31E-18,0.373744925,0.095937851,1,1
784,0,0.374685515,0.094436555,1,1
785,0,0.37429886,0.092104646,1,1
786,1.16E-18,0.374034195,0.092886306,1,1
787,-1.16E-18,0.376381435,0.093395105,1,1
788,0,0.377740879,0.094118506,1,1
789,0,0.378832388,0.096400093,1,1
790,-2.31E-18,0.378939935,0.095420104,1,1
791,0,0.383027074,0.093825375,1,1
792,-2.31E-18,0.384009833,0.096132561,1,1
793,4.63E-18,0.384345815,0.096015005,1,1
794,2.31E-18,0.385009906,0.095279305,1,1
795,-1.73E-18,0.387236377,0.097974909,1,1
796,2.89E-18,0.385394235,0.097777622,1,1
797,3.47E-18,0.384378318,0.095602528,1,1
798,-2.89E-18,0.38469433,0.095430326,1,1
799,2.89E-18,0.383585099,0.095318917,1,1
800,-1.16E-18,0.383611212,0.095183367,1,1
801,2.31E-18,0.426313187,0.088532461,1,1
802,2.31E-18,0.426313187,0.088532461,1,1
803,6.94E-18,0.426284987,0.088794683,1,1
804,2.31E-18,0.426019725,0.088759908,1,1
805,1.16E-18,0.426172561,0.087967098,1,1
806,3.47E-18,0.426498066,0.087079339,1,1
807,-3.47E-18,0.425201738,0.08499371,1,1
808,-3.47E-18,0.428152915,0.086789174,1,1
809,-2.31E-18,0.427817597,0.085874662,1,1
810,-4.63E-18,0.428084619,0.08612138,1,1
811,8.10E-18,0.431150367,0.086119852,1,1
812,-1.16E-18,0.430376916,0.086198804,1,1
813,-2.31E-18,0.431377191,0.086518202,1,1
814,-9.25E-18,0.440522404,0.090862891,1,1
815,5.78E-18,0.440973192,0.090677847,1,1
816,-3.47E-18,0.440056595,0.091284641,1,1
817,-3.47E-18,0.440483202,0.09102814,1,1
818,-4.63E-18,0.440507766,0.088382471,1,1
819,8.10E-18,0.440275964,0.088786776,1,1
820,2.31E-18,0.455251609,0.086104423,1,1
821,0,0.455875544,0.086510216,1,1
822,5.78E-18,0.456664178,0.087993181,1,1
823,3.47E-18,0.457624541,0.089795363,1,1
824,-1.16E-18,0.457139739,0.089610199,1,1
825,3.47E-18,0.465300444,0.092203903,1,1
826,-3.47E-18,0.464719309,0.091745048,1,1
827,-3.47E-18,0.465283921,0.091225343,1,1
828,-1.16E-18,0.468440076,0.092233649,1,1
829,2.31E-18,0.468755624,0.091530109,1,1
830,9.25E-18,0.471742041,0.091727553,1,1
831,-1.16E-18,0.472056999,0.09181251,1,1
832,3.47E-18,0.471624439,0.091694264,1,1
833,3.47E-18,0.470702171,0.091289817,1,1
834,1.16E-18,0.470546988,0.091145153,1,1
835,-5.78E-18,0.520229524,0.08526072,1,1
836,-2.31E-18,0.519959894,0.084689649,1,1
837,-1.16E-18,0.521962122,0.086267841,1,1
838,1.16E-18,0.522132672,0.086582341,1,1
839,-1.16E-18,0.526726241,0.088376711,1,1
840,-3.47E-18,0.528399943,0.089111826,1,1
841,-3.47E-18,0.529373816,0.089100782,1,1
842,-4.63E-18,0.529916548,0.089924,1,1
843,8.10E-18,0.528972105,0.089655864,1,1
844,-2.31E-18,0.537597206,0.091730602,1,1
845,-6.94E-18,0.537516633,0.090922214,1,1
846,5.78E-18,0.537750104,0.091088349,1,1
847,-2.31E-18,0.538881686,0.091774785,1,1
848,-4.63E-18,0.554203917,0.092202109,1,1
849,-5.78E-18,0.554189063,0.091698013,1,1
850,-1.16E-18,0.553850966,0.091941026,1,1
851,0,0.564277078,0.092477998,1,1
852,-5.78E-18,0.563467419,0.092084033,1,1
853,0,0.563896107,0.091136361,1,1
854,-9.25E-18,0.562661967,0.091032969,1,1
855,-1.16E-18,0.566132099,0.091238945,1,1
856,0,0.566128734,0.090591904,1,1
857,0,0.566891737,0.090355678,1,1
858,-5.78E-18,0.566789713,0.090373659,1,1
859,6.94E-18,0.620679013,0.083161688,1,1
860,4.63E-18,0.620983316,0.083534854,1,1
861,5.78E-18,0.621789564,0.083432507,1,1
862,0,0.626224667,0.083562511,1,1
863,4.63E-18,0.624942495,0.084592472,1,1
864,-4.63E-18,0.62385294,0.085033367,1,1
865,-2.31E-18,0.635020595,0.086255013,1,1
866,-1.04E-17,0.633848547,0.089529736,1,1
867,9.25E-18,0.634838847,0.090344805,1,1
868,1.16E-17,0.64529699,0.089979156,1,1
869,0,0.646145466,0.089464151,1,1
870,-2.31E-18,0.644526603,0.090482417,1,1
871,-4.63E-18,0.655769622,0.093110434,1,1
872,4.63E-18,0.652954101,0.092438796,1,1
873,2.31E-18,0.651975954,0.093183464,1,1
874,0,0.655875611,0.092662089,1,1
875,4.63E-18,0.656127372,0.09251597,1,1
876,9.25E-18,0.708888247,0.088739903,1,1
877,1.16E-17,0.708772733,0.088633925,1,1
878,-1.16E-17,0.709718202,0.089969215,1,1
879,-2.31E-18,0.714231787,0.090545961,1,1
880,-2.31E-18,0.708893168,0.091050568,1,1
881,2.31E-18,0.722695346,0.094026306,1,1
882,6.94E-18,0.719820477,0.094782748,1,1
883,-6.94E-18,0.718543491,0.095126758,1,1
884,2.31E-18,0.728944241,0.096332833,1,1
885,-6.94E-18,0.727444209,0.098229009,1,1
886,-2.31E-18,0.739300508,0.100892996,1,1
887,2.31E-18,0.737504261,0.101646643,1,1
888,-6.94E-18,0.738108834,0.102963134,1,1
889,1.16E-17,0.738708502,0.104195554,1,1
890,-2.31E-18,0.783697337,0.101409264,1,1
891,-4.63E-18,0.783140761,0.100891398,1,1
892,-6.94E-18,0.786452369,0.10068173,1,1
893,-1.16E-17,0.779482666,0.102537182,1,1
894,-6.94E-18,0.791624423,0.102835739,1,1
895,1.16E-17,0.788936452,0.103846278,1,1
896,0,0.79460807,0.102312631,1,1
897,9.25E-18,0.791711064,0.104155962,1,1
898,-9.25E-18,0.803711761,0.105310305,1,1
899,-4.63E-18,0.796498964,0.107194832,1,1
900,2.31E-18,0.799418659,0.106084141,1,1
901,4.63E-18,0.832024472,0.103387674,1,1
902,0,0.832340494,0.103936003,1,1
903,9.25E-18,0.830252489,0.103897372,1,1
904,-6.94E-18,0.827487518,0.106487004,1,1
905,2.31E-18,0.836730677,0.10931059,1,1
906,6.94E-18,0.839450043,0.109633669,1,1
907,-2.31E-18,0.835570256,0.110489294,1,1
908,9.25E-18,0.844196927,0.113118479,1,1
909,1.62E-17,0.844056526,0.115079897,1,1
910,-1.39E-17,0.84394385,0.115190724,1,1
911,0,0.863512761,0.114279002,1,1
912,-1.16E-17,0.860597787,0.114604362,1,1
913,-1.39E-17,0.868977793,0.116997071,1,1
914,-6.94E-18,0.866002392,0.119274046,1,1
915,0,0.864105215,0.119778067,1,1
916,0,0.87296138,0.121912564,1,1
917,-9.25E-18,0.869878825,0.123595528,1,1
918,2.08E-17,0.877203577,0.121700266,1,1
919,0,0.878155656,0.122627651,1,1
920,-2.31E-18,0.883286464,0.124554033,1,1
921,-6.94E-18,0.879791948,0.127897425,1,1
922,-4.63E-18,0.876505376,0.128706333,1,1
923,9.25E-18,0.881713635,0.133147807,1,1
924,4.63E-18,0.882752283,0.132820996,1,1
925,9.25E-18,0.88379614,0.130000178,1,1
926,-9.25E-18,0.888939995,0.133021963,1,1
927,4.63E-18,0.884859467,0.136023972,1,1
928,4.63E-18,0.891719486,0.138258503,1,1
929,0,0.888851272,0.141370482,1,1
930,-4.63E-18,0.885804579,0.142679572,1,1
931,-9.25E-18,0.882352109,0.144056458,1,1
932,-1.39E-17,0.889284517,0.146576646,1,1
933,4.63E-18,0.894293745,0.150116079,1,1
934,-1.16E-17,0.890091785,0.152857327,1,1
935,-1.39E-17,0.886750874,0.15129453,1,1
936,4.63E-18,0.891092117,0.154948402,1,1
937,-2.31E-18,0.885019538,0.158317432,1,1
938,-2.31E-18,0.88830916,0.162785887,1,1
939,-2.31E-18,0.883374008,0.161760237,1,1
940,-1.16E-17,0.886792874,0.165460966,1,1
941,-4.63E-18,0.886980045,0.171387931,1,1
942,2.31E-18,0.884283558,0.173060489,1,1
943,6.94E-18,0.878886454,0.17530545,1,1
944,-4.63E-18,0.880026387,0.181927379,1,1
945,6.94E-18,0.880740315,0.184689141,1,1
946,6.94E-18,0.876141227,0.188785021,1,1
947,2.31E-18,0.875167052,0.195333187,1,1
948,-9.25E-18,0.875133919,0.199292572,1,1
949,-9.25E-18,0.870616821,0.203883125,1,1
950,0,0.869461769,0.211252414,1,1
951,9.25E-18,0.86831796,0.217719459,1,1
952,6.94E-18,0.86893088,0.221283289,1,1
953,4.63E-18,0.8679831,0.22763741,1,1
954,1.16E-17,0.865134103,0.232884034,1,1
955,2.31E-18,0.866098375,0.240415342,1,1
956,9.25E-18,0.862352271,0.246240354,1,1
957,-4.63E-18,0.860947896,0.253152564,1,1
958,6.94E-18,0.857436356,0.259775569,1,1
959,-2.31E-18,0.855026566,0.265834935,1,1
960,-6.94E-18,0.852630485,0.272972743,1,1
961,-4.63E-18,0.848054822,0.283820604,1,1
962,-2.31E-18,0.845472125,0.288427881,1,1
963,1.16E-17,0.843160778,0.294875783,1,1
964,9.25E-18,0.839336365,0.306439738,1,1
965,0,0.836344106,0.31245342,1,1
966,2.31E-18,0.833270765,0.321044348,1,1
967,-4.63E-18,0.831130469,0.329765743,1,1
968,-2.31E-18,0.828076263,0.340089612,1,1
969,-2.31E-18,0.824413381,0.350942628,1,1
970,-6.94E-18,0.821717617,0.361574263,1,1
971,2.31E-18,0.818565279,0.372225373,1,1
972,3.47E-18,0.81543777,0.382182608,1,1
973,1.16E-18,0.811351747,0.395671562,1,1
974,6.94E-18,0.809692583,0.410845636,1,1
975,-2.31E-18,0.808205908,0.421780805,1,1
976,0,0.805208952,0.43806166,1,1
977,-1.16E-18,0.803071909,0.448618252,1,1
978,0,0.802072013,0.461959447,1,1
979,1.16E-18,0.801398656,0.475677914,1,1
980,-1.16E-18,0.800379135,0.487079758,1,1
981,-5.78E-19,0.799997336,0.501715139,1,1
982,-1.16E-18,0.799114262,0.511742689,1,1
983,5.78E-19,0.79910193,0.525269163,1,1
984,3.47E-18,0.799250573,0.53819036,1,1
985,-3.47E-18,0.799044176,0.551625704,1,1
986,1.16E-18,0.799346765,0.564109738,1,1
987,-1.30E-18,0.800109855,0.575582101,1,1
988,-7.23E-20,0.800690679,0.585499703,1,1
989,1.16E-18,0.800729075,0.596126044,1,1
990,5.78E-19,0.800325413,0.603439894,1,1
991,2.89E-18,0.800339841,0.612483492,1,1
992,5.78E-19,0.800016695,0.618159374,1,1
993,-2.31E-18,0.799514925,0.62139358,1,1
994,4.05E-18,0.799100934,0.622544064,1,1
995,4.05E-18,0.799100934,0.622544064,1,1
996,4.05E-18,0.799100934,0.622544064,1,1
997,4.05E-18,0.799100934,0.622544064,1,1
998,4.05E-18,0.799100934,0.622544064,1,1
999,4.05E-18,0.799100934,0.622544064,1,1
1000,4.05E-18,0.799100934,0.622544064,1,1
